plant_id,combiFalseed_heat_aFalsed_power_plaFalset,nuclear_unit_id,plant_name,operator_name,operator_id,plant_state,census_region,NERC_region,NAICS_code,EIA_sector_number,sector_name,"reportedprime_code
Prime Mover","
reported_fuel_type_code","AER_fuel_type_code
",balancing_authority_code,physical_unit_label
6034,FALSE,Null,Belle River,DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST,SUB,COL,MISO,short tons
6035,FALSE,Null,Greenwood (MI),DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,GT,NG,NG,MISO,mcf
6035,FALSE,Null,Greenwood (MI),DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST,DFO,DFO,MISO,barrels
6035,FALSE,Null,Greenwood (MI),DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST,NG,NG,MISO,mcf
6035,FALSE,Null,Greenwood (MI),DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST,RFO,RFO,MISO,barrels
6035,FALSE,Null,Greenwood (MI),DTE Electric Company,5109,MI,ENC,RFC,22,1,Electric Utility,ST,WO,WOO,MISO,barrels
6036,FALSE,1,Catawba,"Duke Energy Carolinas, LLC",5416,SC,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,DUK,
6036,FALSE,2,Catawba,"Duke Energy Carolinas, LLC",5416,SC,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,DUK,
6038,FALSE,1,McGuire,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,DUK,
6038,FALSE,2,McGuire,"Duke Energy Carolinas, LLC",5416,NC,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,DUK,
6040,FALSE,1,Beaver Valley,Energy Harbor Nuclear Generation LLC,64225,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6040,FALSE,2,Beaver Valley,Energy Harbor Nuclear Generation LLC,64225,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6041,TRUE,Null,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,ST,BIT,COL,PJM,short tons
6041,TRUE,Null,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,ST,DFO,DFO,PJM,barrels
6041,TRUE,Null,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,ST,TDF,OTH,PJM,short tons
6041,TRUE,Null,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,ST,WC,WOC,PJM,short tons
6041,TRUE,Null,H L Spurlock,"East Kentucky Power Coop, Inc",5580,KY,ESC,SERC,22,1,Electric Utility,ST,WDS,WWW,PJM,short tons
6042,FALSE,Null,Manatee,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CA,DFO,DFO,FPL,barrels
6042,FALSE,Null,Manatee,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CA,NG,NG,FPL,mcf
6042,FALSE,Null,Manatee,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CT,DFO,DFO,FPL,barrels
6042,FALSE,Null,Manatee,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CT,NG,NG,FPL,mcf
6042,FALSE,Null,Manatee,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,ST,NG,NG,FPL,mcf
6042,FALSE,Null,Manatee,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,ST,RFO,RFO,FPL,barrels
6043,FALSE,Null,Martin,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CA,DFO,DFO,FPL,barrels
6043,FALSE,Null,Martin,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CA,NG,NG,FPL,mcf
6043,FALSE,Null,Martin,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CA,SUN,SUN,FPL,
6043,FALSE,Null,Martin,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CT,DFO,DFO,FPL,barrels
6043,FALSE,Null,Martin,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CT,NG,NG,FPL,mcf
6043,FALSE,Null,Martin,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,CT,RFO,RFO,FPL,barrels
6045,FALSE,1,St Lucie,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,FPL,
6045,FALSE,2,St Lucie,Florida Power & Light Co,6452,FL,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,FPL,
6051,FALSE,1,Edwin I Hatch,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,SOCO,
6051,FALSE,2,Edwin I Hatch,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,SOCO,
6052,FALSE,Null,Wansley,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,GT,DFO,DFO,SOCO,barrels
6052,FALSE,Null,Wansley,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,ST,BIT,COL,SOCO,short tons
6052,FALSE,Null,Wansley,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,ST,DFO,DFO,SOCO,barrels
6055,FALSE,Null,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,MISO,barrels
6055,FALSE,Null,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,MISO,mcf
6055,FALSE,Null,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,ST,RC,COL,MISO,short tons
6055,FALSE,Null,Big Cajun 2,Louisiana Generating LLC,11252,LA,WSC,SERC,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,MISO,short tons
6061,FALSE,Null,R D Morrow,Cooperative Energy,17568,MS,ESC,SERC,22,1,Electric Utility,CA,NG,NG,MISO,mcf
6061,FALSE,Null,R D Morrow,Cooperative Energy,17568,MS,ESC,SERC,22,1,Electric Utility,CT,NG,NG,MISO,mcf
6064,FALSE,Null,Nearman Creek,City of Kansas City - (KS),9996,KS,WNC,MRO,22,1,Electric Utility,GT,DFO,DFO,SWPP,barrels
6064,FALSE,Null,Nearman Creek,City of Kansas City - (KS),9996,KS,WNC,MRO,22,1,Electric Utility,GT,NG,NG,SWPP,mcf
6064,FALSE,Null,Nearman Creek,City of Kansas City - (KS),9996,KS,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6064,FALSE,Null,Nearman Creek,City of Kansas City - (KS),9996,KS,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6065,FALSE,Null,Iatan,Evergy Metro,10000,MO,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6065,FALSE,Null,Iatan,Evergy Metro,10000,MO,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6068,FALSE,Null,Jeffrey Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6068,FALSE,Null,Jeffrey Energy Center,"Evergy Kansas Central, Inc",22500,KS,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,GT,NG,NG,LGEE,mcf
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,BIT,COL,LGEE,short tons
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,DFO,DFO,LGEE,barrels
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,NG,NG,LGEE,mcf
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,PC,PC,LGEE,short tons
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,RC,COL,LGEE,short tons
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,SUB,COL,LGEE,short tons
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,WC,WOC,LGEE,short tons
6071,FALSE,Null,Trimble County,Louisville Gas & Electric Co,11249,KY,ESC,SERC,22,1,Electric Utility,ST,WO,WOO,LGEE,barrels
6072,FALSE,1,Grand Gulf,"System Energy Resources, Inc",12465,MS,ESC,SERC,22,1,Electric Utility,ST,NUC,NUC,MISO,
6073,FALSE,Null,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,CA,NG,NG,SOCO,mcf
6073,FALSE,Null,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,CT,NG,NG,SOCO,mcf
6073,FALSE,Null,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,ST,BIT,COL,SOCO,short tons
6073,FALSE,Null,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,ST,DFO,DFO,SOCO,barrels
6073,FALSE,Null,Victor J Daniel Jr,Mississippi Power Co,12686,MS,ESC,SERC,22,1,Electric Utility,ST,SUB,COL,SOCO,short tons
6074,FALSE,Null,Greenwood (MO),Evergy Missouri West,56211,MO,WNC,MRO,22,1,Electric Utility,GT,DFO,DFO,SWPP,barrels
6074,FALSE,Null,Greenwood (MO),Evergy Missouri West,56211,MO,WNC,MRO,22,1,Electric Utility,GT,NG,NG,SWPP,mcf
6074,FALSE,Null,Greenwood (MO),Evergy Missouri West,56211,MO,WNC,MRO,22,1,Electric Utility,PV,SUN,SUN,SWPP,
6076,FALSE,Null,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,NWMT,barrels
6076,FALSE,Null,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,NWMT,short tons
6076,FALSE,Null,Colstrip,Talen Montana LLC,15298,MT,MTN,WECC,22,2,NAICS-22 Non-Cogen,ST,WO,WOO,NWMT,barrels
6077,FALSE,Null,Gerald Gentleman,Nebraska Public Power District,13337,NE,WNC,MRO,22,1,Electric Utility,ST,NG,NG,SWPP,mcf
6077,FALSE,Null,Gerald Gentleman,Nebraska Public Power District,13337,NE,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CA,DFO,DFO,ISNE,barrels
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CA,NG,NG,ISNE,mcf
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CT,DFO,DFO,ISNE,barrels
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,CT,NG,NG,ISNE,mcf
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,GT,DFO,DFO,ISNE,barrels
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,IC,DFO,DFO,ISNE,barrels
6081,FALSE,Null,Stony Brook,Massachusetts Mun Wholes Electric Co,11806,MA,NEW,NPCC,22,1,Electric Utility,PV,SUN,SUN,ISNE,
6085,FALSE,Null,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,GT,NG,NG,MISO,mcf
6085,FALSE,Null,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,ST,BIT,COL,MISO,short tons
6085,FALSE,Null,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,ST,NG,NG,MISO,mcf
6085,FALSE,Null,R M Schahfer,Northern Indiana Pub Serv Co,13756,IN,ENC,RFC,22,1,Electric Utility,ST,SUB,COL,MISO,short tons
6087,FALSE,Null,Wallace Dam,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,SOCO,
6087,FALSE,Null,Wallace Dam,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,PS,WAT,HPS,SOCO,megawatthours
6089,FALSE,Null,Lewis & Clark,Montana-Dakota Utilities Co,12199,MT,MTN,MRO,22,1,Electric Utility,IC,LIG,COL,MISO,short tons
6089,FALSE,Null,Lewis & Clark,Montana-Dakota Utilities Co,12199,MT,MTN,MRO,22,1,Electric Utility,IC,NG,NG,MISO,mcf
6089,FALSE,Null,Lewis & Clark,Montana-Dakota Utilities Co,12199,MT,MTN,MRO,22,1,Electric Utility,IC,SUB,COL,MISO,short tons
6090,TRUE,Null,Sherburne County,Northern States Power Co - Minnesota,13781,MN,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,MISO,barrels
6090,TRUE,Null,Sherburne County,Northern States Power Co - Minnesota,13781,MN,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,MISO,short tons
6092,FALSE,Null,Spirit Mound,Basin Electric Power Coop,1307,SD,WNC,MRO,22,1,Electric Utility,GT,DFO,DFO,SWPP,barrels
6095,FALSE,Null,Sooner,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6095,FALSE,Null,Sooner,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6096,FALSE,Null,Nebraska City,Omaha Public Power District,14127,NE,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6096,FALSE,Null,Nebraska City,Omaha Public Power District,14127,NE,WNC,MRO,22,1,Electric Utility,ST,NG,NG,SWPP,mcf
6096,FALSE,Null,Nebraska City,Omaha Public Power District,14127,NE,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6098,TRUE,Null,Big Stone,Otter Tail Power Co,14232,SD,WNC,MRO,22,1,Electric Utility,IC,DFO,DFO,MISO,barrels
6098,TRUE,Null,Big Stone,Otter Tail Power Co,14232,SD,WNC,MRO,22,1,Electric Utility,ST,AB,ORW,MISO,short tons
6098,TRUE,Null,Big Stone,Otter Tail Power Co,14232,SD,WNC,MRO,22,1,Electric Utility,ST,DFO,DFO,MISO,barrels
6098,TRUE,Null,Big Stone,Otter Tail Power Co,14232,SD,WNC,MRO,22,1,Electric Utility,ST,SUB,COL,MISO,short tons
6099,FALSE,1,Diablo Canyon,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,ST,NUC,NUC,CISO,
6099,FALSE,2,Diablo Canyon,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,ST,NUC,NUC,CISO,
6100,FALSE,Null,Helms Pumped Storage,Pacific Gas & Electric Co.,14328,CA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,CISO,megawatthours
6101,FALSE,Null,Wyodak,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,ST,DFO,DFO,PACE,barrels
6101,FALSE,Null,Wyodak,PacifiCorp,14354,WY,MTN,WECC,22,1,Electric Utility,ST,SUB,COL,PACE,short tons
6103,FALSE,1,TalenEnergy Susquehanna,TalenEnergy Susquehanna LLC,14266,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6103,FALSE,2,TalenEnergy Susquehanna,TalenEnergy Susquehanna LLC,14266,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6105,FALSE,1,Limerick,Constellation Nuclear,55951,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6105,FALSE,2,Limerick,Constellation Nuclear,55951,PA,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6110,FALSE,1,James A Fitzpatrick,Constellation Nuclear,55951,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,NYIS,
6112,FALSE,Null,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,CA,NG,NG,PSCO,mcf
6112,FALSE,Null,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,CT,NG,NG,PSCO,mcf
6112,FALSE,Null,Fort St Vrain,Public Service Co of Colorado,15466,CO,MTN,WECC,22,1,Electric Utility,GT,NG,NG,PSCO,mcf
6113,FALSE,Null,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,ST,BIT,COL,MISO,short tons
6113,FALSE,Null,Gibson,"Duke Energy Indiana, LLC",15470,IN,ENC,RFC,22,1,Electric Utility,ST,DFO,DFO,MISO,barrels
6115,FALSE,1,Seabrook,NextEra Energy Seabrook LLC,6854,NH,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,ISNE,
6118,FALSE,1,PSEG Hope Creek Generating Station,PSEG Nuclear LLC,15478,NJ,MAT,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6122,FALSE,1,R E Ginna Nuclear Power Plant,Constellation Nuclear,55951,NY,MAT,NPCC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,NYIS,
6124,FALSE,Null,McIntosh,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,GT,DFO,DFO,SOCO,barrels
6124,FALSE,Null,McIntosh,Georgia Power Co,7140,GA,SAT,SERC,22,1,Electric Utility,GT,NG,NG,SOCO,mcf
6126,FALSE,Null,Fairfield Pumped Storage,"Dominion Energy South Carolina, Inc",17539,SC,SAT,SERC,22,1,Electric Utility,PS,WAT,HPS,SCEG,megawatthours
6127,FALSE,1,V C Summer,"Dominion Energy South Carolina, Inc",17539,SC,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,SCEG,
6130,FALSE,Null,Carters,USCE-Mobile District,27813,GA,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,SOCO,
6130,FALSE,Null,Carters,USCE-Mobile District,27813,GA,SAT,SERC,22,1,Electric Utility,PS,WAT,HPS,SOCO,megawatthours
6132,FALSE,Null,Richard B Russell,USCE-Savannah District,19375,GA,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,SEPA,
6132,FALSE,Null,Richard B Russell,USCE-Savannah District,19375,GA,SAT,SERC,22,1,Electric Utility,PS,WAT,HPS,SEPA,megawatthours
6137,FALSE,Null,A B Brown,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,GT,DFO,DFO,MISO,barrels
6137,FALSE,Null,A B Brown,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,GT,NG,NG,MISO,mcf
6137,FALSE,Null,A B Brown,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,ST,BIT,COL,MISO,short tons
6137,FALSE,Null,A B Brown,Southern Indiana Gas & Elec Co,17633,IN,ENC,RFC,22,1,Electric Utility,ST,NG,NG,MISO,mcf
6138,FALSE,Null,Flint Creek,Southwestern Electric Power Co,17698,AR,WSC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6138,FALSE,Null,Flint Creek,Southwestern Electric Power Co,17698,AR,WSC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6139,FALSE,Null,Welsh,Southwestern Electric Power Co,17698,TX,WSC,MRO,22,1,Electric Utility,ST,DFO,DFO,SWPP,barrels
6139,FALSE,Null,Welsh,Southwestern Electric Power Co,17698,TX,WSC,MRO,22,1,Electric Utility,ST,SUB,COL,SWPP,short tons
6140,FALSE,Null,Clarence Cannon,USCE-St Louis District,26618,MO,WNC,SERC,22,1,Electric Utility,HY,WAT,HYC,AECI,
6140,FALSE,Null,Clarence Cannon,USCE-St Louis District,26618,MO,WNC,SERC,22,1,Electric Utility,PS,WAT,HPS,AECI,megawatthours
6141,FALSE,Null,Harry Truman,USCE-Kansas City District,25477,MO,WNC,MRO,22,1,Electric Utility,PS,WAT,HPS,SPA,megawatthours
6145,FALSE,1,Comanche Peak,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,ERCO,
6145,FALSE,2,Comanche Peak,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,ERCO,
6146,FALSE,Null,Martin Lake,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,ERCO,barrels
6146,FALSE,Null,Martin Lake,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,LIG,COL,ERCO,short tons
6146,FALSE,Null,Martin Lake,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,ERCO,short tons
6149,FALSE,1,Davis Besse,Energy Harbor Nuclear Generation LLC,64225,OH,ENC,RFC,22,2,NAICS-22 Non-Cogen,ST,NUC,NUC,PJM,
6151,FALSE,Null,Raccoon Mountain,Tennessee Valley Authority,18642,TN,ESC,SERC,22,1,Electric Utility,PS,WAT,HPS,TVA,megawatthours
6152,FALSE,1,Sequoyah,Tennessee Valley Authority,18642,TN,ESC,SERC,22,1,Electric Utility,ST,NUC,NUC,TVA,
6152,FALSE,2,Sequoyah,Tennessee Valley Authority,18642,TN,ESC,SERC,22,1,Electric Utility,ST,NUC,NUC,TVA,
6153,FALSE,1,Callaway,Union Electric Co - (MO),19436,MO,WNC,SERC,22,1,Electric Utility,ST,NUC,NUC,MISO,
6155,FALSE,Null,Rush Island,Union Electric Co - (MO),19436,MO,WNC,SERC,22,1,Electric Utility,ST,DFO,DFO,MISO,barrels
6155,FALSE,Null,Rush Island,Union Electric Co - (MO),19436,MO,WNC,SERC,22,1,Electric Utility,ST,RC,COL,MISO,short tons
6155,FALSE,Null,Rush Island,Union Electric Co - (MO),19436,MO,WNC,SERC,22,1,Electric Utility,ST,SUB,COL,MISO,short tons
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GT,KER,WOO,ISNE,barrels
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GT,NG,NG,ISNE,mcf
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,GT,PC,PC,ISNE,short tons
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,ISNE,barrels
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,NG,NG,ISNE,mcf
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,PC,PC,ISNE,short tons
6156,FALSE,Null,New Haven Harbor,"Generation Bridge II Connecticut, LLC",65448,CT,NEW,NPCC,22,2,NAICS-22 Non-Cogen,ST,RFO,RFO,ISNE,barrels
6158,FALSE,Null,New Melones,U S Bureau of Reclamation,2518,CA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BANC,
6163,FALSE,Null,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BPAT,
6163,FALSE,Null,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,1,Electric Utility,PS,WAT,HPS,BPAT,megawatthours
6165,FALSE,Null,Hunter,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,ST,BIT,COL,PACE,short tons
6165,FALSE,Null,Hunter,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,ST,DFO,DFO,PACE,barrels
6165,FALSE,Null,Hunter,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,ST,RC,COL,PACE,short tons
6166,FALSE,Null,Rockport,Indiana Michigan Power Co,9324,IN,ENC,RFC,22,1,Electric Utility,ST,BIT,COL,PJM,short tons
6166,FALSE,Null,Rockport,Indiana Michigan Power Co,9324,IN,ENC,RFC,22,1,Electric Utility,ST,DFO,DFO,PJM,barrels
6166,FALSE,Null,Rockport,Indiana Michigan Power Co,9324,IN,ENC,RFC,22,1,Electric Utility,ST,SUB,COL,PJM,short tons
6167,FALSE,Null,Bath County,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,PS,WAT,HPS,PJM,megawatthours
6168,FALSE,Null,North Anna,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,HY,WAT,HYC,PJM,
6168,FALSE,1,North Anna,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,PJM,
6168,FALSE,2,North Anna,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,ST,NUC,NUC,PJM,
6175,FALSE,Null,Lower Granite,USACE Northwestern Division,19400,WA,PACC,WECC,22,1,Electric Utility,HY,WAT,HYC,BPAT,
6177,FALSE,Null,Coronado,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,ST,DFO,DFO,SRP,barrels
6177,FALSE,Null,Coronado,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,ST,RC,COL,SRP,short tons
6177,FALSE,Null,Coronado,Salt River Project,16572,AZ,MTN,WECC,22,1,Electric Utility,ST,SUB,COL,SRP,short tons
6178,FALSE,Null,Coleto Creek,Coleto Creek Power LP,56570,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,ERCO,barrels
6178,FALSE,Null,Coleto Creek,Coleto Creek Power LP,56570,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,RC,COL,ERCO,short tons
6178,FALSE,Null,Coleto Creek,Coleto Creek Power LP,56570,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,SUB,COL,ERCO,short tons
6179,FALSE,Null,Fayette Power Project,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,ST,DFO,DFO,ERCO,barrels
6179,FALSE,Null,Fayette Power Project,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,ST,RC,COL,ERCO,short tons
6179,FALSE,Null,Fayette Power Project,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,ST,SUB,COL,ERCO,short tons
6180,FALSE,Null,Oak Grove (TX),Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST,LIG,COL,ERCO,short tons
