plant_id,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
619,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,Null,Null
620,0,0,0,0,0,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0,0,0,0,0,0
620,0,0,0,0,0,0,0,0,0,0,0,0
620,1530293,2130362,3801542,4640094,6389594,6012427,7692779,8304773,6101286,5451305,3403624,2447997
621,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,0,0,0,0,0,0,0,0,0,0
621,369,1725,629,1212,64,3534,0,5122,768,0,987,0
621,2774255,2327542,3208953,4298072,3934542,3175023,4480754,4833894,4334488,4434984,4274986,4388779
621,0,0,0,0,0,0,0,0,0,0,0,0
621,6748604,6322158,6729379,1346089,4830413,6499837,6664466,6226089,6167559,6472087,6575282,6819044
621,6814196,6070309,6814311,6585228,6764140,6460228,6593890,6700261,6036228,0,3758825,6863009
621,0,0,0,0,0,0,0,0,0,0,0,0
628,150300,228307,295229,306057,373217,516950,575064,598730,514239,341039,76453,109666
628,7259756,6523503,5817486,5545949,6057240,7035400,7229881,6657619,7162325,7331456,5752552,7294715
628,369925,144517,5006885,4482195,2735489,4175552,5591888,5134208,5094984,1839666,4540301,2601005
628,21069,12541,41941,25690,16721,33269,34558,37882,26565,12923,32302,18027
634,0,0,0,0,0,0,0,0,0,0,0,0
634,82888,120748,190175,177090,167395,175057,101822,182478,177645,107744,0,16294
634,0,0,0,0,0,0,0,0,0,0,0,0
634,4500729,3532115,3987340,4611829,4664402,4811488,5068745,5072365,4546264,3566802,2512334,2567845
634,0,0,0,0,0,0,0,0,0,0,0,0
634,1251,154,2845,600,1251,451,177,0,2176,1251,1160,40
634,6727,13435,35994,29024,21688,20819,38341,63698,33600,3000,7315,6740
641,12159,70,0,0,0,12,0,12042,0,0,0,0
641,32098,30198,156533,298479,273805,335843,662756,1033708,494308,425384,210281,334474
641,0,0,0,0,0,0,0,0,0,0,0,0
641,0,751,0,1230,603,157,261,123,0,0,0,0
641,814994,297454,2156510,526171,1947908,2841937,3489294,3811418,2855203,2511236,1185946,973700
643,0,0,0,0,0,0,0,0,0,0,0,0
643,2880893,2713026,600017,2796912,2371110,2649825,3043661,3005330,2914913,1379163,2069926,2796700
643,0,0,0,0,0,0,0,0,0,0,0,0
645,0,Null,0,0,0,Null,Null,0,0,0,0,0
645,0,Null,0,0,0,Null,Null,0,0,0,0,0
645,3869513,Null,1193452,342657,2219573,Null,Null,3914626,3505897,4051857,3291312,2693326
645,0,Null,0,0,0,Null,Null,0,0,0,0,0
645,991,Null,4539,1606,0,Null,Null,2252,6311,2181,1834,0
645,5234,Null,8663,9175,7981,Null,Null,7261,5251,3228,2429,2852
645,207728,Null,1678840,334827,0,Null,Null,860632,685494,725138,1245826,1128215
645,0,Null,0,0,0,Null,Null,0,0,0,0,0
645,1013543,Null,356557,481781,0,Null,Null,268036,92749,245426,174390,266256
645,0,Null,0,0,0,Null,Null,0,0,0,0,0
649,9219681,8239021,1076259,8860520,9159751,7358631,9015151,7630780,8752457,9138249,8914881,9218344
649,9306974,8366581,9234120,8934461,9206193,8841745,9060673,8961553,2226929,8865065,8275882,7308094
649,Null,Null,Null,1685816,3319225,1524165,1281416,8503763,8244914,8612568,8434827,8751224
663,55,276,17,23,0,17,0,23,0,0,12,0
663,3098,80,182,1993,111,155,358,486,5564,5304,25,2043
663,4928,2720,181141,730,8781,4730,881,20155,1057,10040,3120,705
663,906528,858546,737597,874132,876750,911335,1030890,1087008,902814,671458,714518,604100
663,0,0,0,0,0,0,0,0,0,0,0,0
667,1410,2064,915,10371,1633,2972,1519,10208,1209,1342,775,1085
667,785865,378044,232569,217025,142573,112565,155050,112826,78785,0,57687,85633
667,0,0,0,0,0,0,0,0,0,0,0,0
